venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
ICAIL,2023,intro,prior-art,high,423,0,https://dl.acm.org/doi/pdf/10.1145/3594536.3595160,On Normative Arrows and Comparing Tax Automation Systems,Paulus N. Meessen,"Compares tax/benefits DSLs Catala and Regelspraak, directly analogous to L4's design space",conf/icail/Meessen23
ICAIL,2025,fm-in-law|bounded-deontics,prior-art,high,601,0,https://doi.org/10.1145/3769126.3769202,Logical Modalities within the European AI Act: An Analysis,Lara Lawniczak; Christoph Benzmüller,LogiKEy/Isabelle HOL shallow-embedding formalization of modalities in the EU AI Act.,conf/icail/LawniczakB25
ICAIL,2001,bounded-deontics,prior-art,high,813,0,,Reasoning about the objects of attitudes and operators: Towards a disquotation theory for representation of propositional content,Steven O. Kimbrough,Disquotation theory formalizing modal and deontic embedded-propositional sentences.,conf/icail/Kimbrough01
ICAIL,2025,intro,method-to-borrow,high,1004,0,https://doi.org/10.1145/3769126.3769234,ALEXChat: a Generative - Symbolic Approach to Legal eXplainability,Marco Billi; Alessandro Parenti; Giuseppe Pisano; Marco Sanchi,Generative-symbolic chatbot: Prolog rules + argumentation + LLM explainability layer.,conf/icail/BilliPPS25
ICAIL,1991,intro,prior-art,high,1501,0,https://dl.acm.org/doi/pdf/10.1145/112646.112681,An expert system for the application of import and export regulations,G. Van Nevel; F. Balfroid; R. Venken,Prolog expert system executing import/export regulations; early rules-as-code system.,conf/icail/NevelBV91
ICAIL,2025,bounded-deontics,prior-art,high,1584,0,https://doi.org/10.1145/3769126.3769203,Intents in Actions,Joseph Y. Halpern; Meir Friedenberg,"Formal causal-model definition of intent in action, drawing on philosophy of law; relevant to modeling mens rea/normative action concepts.",conf/icail/HalpernF25
ICAIL,2025,determinacy-frontier|intro,supports,high,1601,0,https://dl.acm.org/doi/pdf/10.1145/3769126.3769196?download=true,A Demonstration of a Semi-Structured Legal Reasoning Framework,Hannes Westermann,DALLMA framework combines expert-system structured legal criteria with LLMs for open-textured terms; directly engages determinacy frontier.,conf/icail/Westermann25
JURIX,2011,intro|cnl,method-to-borrow,high,13,84,,On Rule Extraction from Regulations,Adam Z. Wyner; Wim Peters,Linguistically-oriented rule extraction from regulations into executable logic.,conf/jurix/WynerP11
JURIX,2018,bounded-deontics|cnl,prior-art,high,281,58,https://doi.org/10.3233/978-1-61499-935-5-91,Legal Ontology for Modelling GDPR Concepts and Norms,Monica Palmirani; Michele Martoni; Arianna Rossi; Cesare Bartolini; Livio Robaldo,PrOnto GDPR ontology using LegalRuleML/defeasible logic for rights and duties,conf/jurix/PalmiraniMRBR18
JURIX,2018,bounded-deontics|intro,prior-art,high,237,45,https://doi.org/10.3233/978-1-61499-935-5-101,Modelling Legal Knowledge for GDPR Compliance Checking,Monica Palmirani; Guido Governatori,GDPR compliance checking via BPMN + Regorous defeasible-logic engine,conf/jurix/PalmiraniG18
JURIX,2009,intro|determinacy-frontier,prior-art,high,295,40,,Rule-based versus Principle-based Regulatory Compliance,Brigitte Burgemeestre; Joris Hulstijn; Yao-Hua Tan,Compares rule-based vs principle-based regulatory compliance reasoning (EU vs US customs),conf/jurix/BurgemeestreHT09
JURIX,2014,determinacy-frontier,prior-art,high,48,26,https://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=1032&context=crrarpub,Argumentation Schemes for Statutory Interpretation: A Logical Analysis,Giovanni Sartor; Doug Walton; Fabrizio Macagno; Antonino Rotolo,Logical analysis of argumentation schemes for statutory interpretation canons.,conf/jurix/SartorWMR14
JURIX,2008,fm-in-law,prior-art,high,166,23,,An Algorithm for Business Process Compliance,Guido Governatori; Antonino Rotolo,Algorithm for checking business-process compliance against business rules,conf/jurix/GovernatoriR08
JURIX,2013,determinacy-frontier,prior-art,high,270,21,http://ruj.uj.edu.pl/xmlui/handle/item/13067,Towards Systematic Research on Statutory Interpretation in AI and Law,Michal Araszkiewicz,Semi-formal model of statutory-interpretation argumentation with term-extension analysis,conf/jurix/Araszkiewicz13
JURIX,2009,intro,prior-art,high,222,19,,Translating the Japanese Presupposed Ultimate Fact Theory into Logic Programming,Ken Satoh; Masahiro Kubota; Yoshiaki Nishigai; Chiaki Takano,Formalizes Japanese legal presupposed-fact theory as logic programming with negation-as-failure,conf/jurix/SatohKNT09
JURIX,2023,intro,prior-art,high,537,19,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230962,From Text to Structure: Using Large Language Models to Support the Development of Legal Expert Systems,Samyar Janatian; Hannes Westermann; Jinzhe Tan; Jaromír Savelka; Karim Benyekhlef,LLMs auto-extract structured legal-expert-system pathways from legislation,conf/jurix/JanatianWTSB23
JURIX,2020,bounded-deontics|fm-in-law,prior-art,high,143,18,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200844,Traffic Rules Encoding Using Defeasible Deontic Logic,Hanif Bhuiyan; Guido Governatori; Andy Bond; Sébastien Demmel; Mohammad Badiul Islam; Andry Rakotonirainy,Defeasible Deontic Logic encoding of AV traffic rules with compliance assessment,conf/jurix/BhuiyanGBDIR20
JURIX,2017,cnl|bounded-deontics,prior-art,high,135,16,https://doi.org/10.3233/978-1-61499-838-9-1,Normative Requirements as Linked Data,Fabien Gandon; Guido Governatori; Serena Villata,Extends LegalRuleML for normative requirements as Linked Data with operational deontic reasoning,conf/jurix/GandonGV17
JURIX,2008,intro|fm-in-law,prior-art,high,413,15,,Automated Legal Assessment in OWL 2,Saskia van de Ven; Joost Breuker; Rinke Hoekstra; Lars Wortel,HARNESS: OWL-DL reasoning (sound & complete) for automated legal assessment of norm compliance,conf/jurix/VenBHW08
JURIX,2012,intro|fm-in-law,prior-art,high,239,14,http://hdl.handle.net/2318/1698231,An Empirical Approach to the Semantic Representation of Laws,Adam Z. Wyner; Johan Bos; Valerio Basile; Paulo Quaresma,State-of-art automatic translation of laws to machine-readable formal representation,conf/jurix/WynerBBQ12
JURIX,2018,intro,supports,high,82,13,https://doi.org/10.3233/978-1-61499-935-5-31,Legal Representation and Reasoning in Practice: A Critical Comparison,Sotiris Batsakis; George Baryannis; Guido Governatori; Ilias Tachmazidis; Grigoris Antoniou,Critical comparison of ASP/Argumentation/Defeasible-Logic representations for legal rule reasoning.,conf/jurix/BatsakisBGTA18
JURIX,2015,determinacy-frontier,prior-art,high,432,13,http://ruj.uj.edu.pl/xmlui/handle/item/23449,Comprehensive Framework Embracing the Complexity of Statutory Interpretation,Michal Araszkiewicz; Tomasz Zurek,Comprehensive framework representing the complexity of statutory interpretation,conf/jurix/AraszkiewiczZ15
JURIX,2008,intro,prior-art,med,532,13,,Formal Aspects of Legislative Meta-Drafting,Carlo Biagioli; Davide Grossi,Description-Logic formalization of legislative meta-drafting metadata,conf/jurix/BiagioliG08
JURIX,2018,bounded-deontics|intro,prior-art,high,183,12,https://doi.org/10.3233/978-1-61499-935-5-21,On Observing Contracts: Deontic Contracts Meet Smart Contracts,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,Deontic contract monitoring of smart contracts for real-time violation detection,conf/jurix/AzzopardiPS18
JURIX,2014,intro,prior-art,high,303,11,https://pure.uva.nl/ws/files/38829899/154586_JURIX2014.pdf,On the Interactional Meaning of Fundamental Legal Concepts,Giovanni Sileno; Alexander Boer; Tom M. van Engers,Petri-net analysis of Hohfeldian jural relations as interactional obligations/liabilities,conf/jurix/SilenoBE14
JURIX,2011,bounded-deontics,prior-art,high,50,9,,Three Concepts of Defeasible Permission,Guido Governatori; Francesco Olivieri; Antonino Rotolo; Simone Scannapieco,Three concepts of defeasible permission as exceptions to obligations.,conf/jurix/GovernatoriORS11
JURIX,2013,bounded-deontics|intro,prior-art,high,54,9,,Heuristics for Licenses Composition,Guido Governatori; Ho-Pun Lam; Antonino Rotolo; Serena Villata; Fabien Gandon,License-composition heuristics combining deontic permissions/obligations/prohibitions via defeasible reasoner.,conf/jurix/GovernatoriLRVG13
JURIX,2010,fm-in-law|intro,prior-art,high,381,9,,Model Checking Legal Documents,Daniel Gorín; Sergio Mera; Fernando Schapachnik,FormaLex toolset uses off-the-shelf LTL model checkers for automatic analysis of legislative drafts,conf/jurix/GorinMS10
JURIX,2013,fm-in-law|bounded-deontics,prior-art,high,873,9,http://opus.bath.ac.uk/42600/1/jurix_abstract.pdf,Legal Conflict Detection in Interacting Legal Systems,Tingting Li; Tina Balke; Marina De Vos; Julian A. Padget; Ken Satoh,Computational model detecting conflicts between interacting legal specifications (privacy law).,conf/jurix/LiBVPS13
JURIX,2010,intro|bounded-deontics,prior-art,high,87,8,,Temporal Dimensions in Rules Modelling,Monica Palmirani; Guido Governatori; Giuseppe Contissa,XML-schema extending LKIF-rules with temporal dimensions for legal-rule modelling.,conf/jurix/PalmiraniGC10
JURIX,2017,cnl,prior-art,high,181,8,https://doi.org/10.3233/978-1-61499-838-9-101,On Annotation of the Textual Contents of Scottish Legal Instruments,Adam Z. Wyner; Fraser Gough; François Lévy; Matt Lynch; Adeline Nazarenko,Pilot methodology annotating Scottish legal instruments with LegalRuleML elements,conf/jurix/WynerGLLN17
JURIX,2019,bounded-deontics|intro,prior-art,high,258,8,https://doi.org/10.3233/faia190320,Defeasible Systems in Legal Reasoning: A Comparative Assessment,Roberta Calegari; Giuseppe Contissa; Francesca Lagioia; Andrea Omicini; Giovanni Sartor,"Comparative survey of defeasible-reasoning formalisms for legal knowledge (DL, ASP, ASPIC+)",conf/jurix/CalegariCLOS19
JURIX,2014,bounded-deontics|intro,prior-art,high,361,8,https://www.um.edu.mt/library/oar/bitstream/123456789/24153/1/jurix2014.pdf,Contract Automata with Reparations,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,Contract automata extended with reparation clauses for contract violations,conf/jurix/AzzopardiPS14
JURIX,2016,determinacy-frontier,prior-art,high,46,7,http://hdl.handle.net/11585/602591,Interpretation Across Legal Systems,Alessandra Malerba; Antonino Rotolo; Guido Governatori,Interpretive canons across legal systems in private international law.,conf/jurix/MalerbaRG16
JURIX,2011,bounded-deontics|intro,prior-art,high,292,7,,"Permissions in Contracts, a Logical Insight",Gordon J. Pace; Fernando Schapachnik,"Automata-based semantics for permissions in multi-party contracts, strictness analysis",conf/jurix/PaceS11
JURIX,2012,bounded-deontics|intro,prior-art,high,386,7,,Types of Rights in Two-Party Systems: A Formal Analysis,Gordon J. Pace; Fernando Schapachnik,Formalizes Kanger's rights (claim/freedom/power/immunity) as permissions/obligations for two-party contracts,conf/jurix/PaceS12
JURIX,2015,bounded-deontics,prior-art,high,392,6,,Influence and Responsibility: A Logical Analysis,Emiliano Lorini; Giovanni Sartor,STIT logic analysis of influence-based (secondary/accomplice) responsibility,conf/jurix/LoriniS15
JURIX,2022,fm-in-law|bounded-deontics,prior-art,med,496,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220479,Can a Military Autonomous Device Follow International Humanitarian Law?,Tomasz Zurek; Mostafa Mohajeriparizi; Jonathan Kwik; Tom M. van Engers,Formal model + experimental verification of IHL compliance for autonomous device,conf/jurix/ZurekMKE22
JURIX,2022,cnl,method-to-borrow,high,681,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220453,A Multi-Step Approach in Translating Natural Language into Logical Formula,Ha-Thanh Nguyen; Wachara Fungwacharakorn; Fumihito Nishino; Ken Satoh,Deep-learning method translating natural language into logical formulas for legal reasoning support.,conf/jurix/NguyenFNS22
JURIX,2023,intro,example,high,891,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230987,Tough Decisions? Supporting System Classification According to the AI Act,Hilmy Hanif; Jorge Constantino; Marie-Therese Sekwenz; Michel van Eeten; Jolien Ubacht; Ben Wagner; Yury Zhauniarovich,Decision-tree executable framework classifying AI systems under EU AI Act risk tiers.,conf/jurix/HanifCSEUWZ23
JURIX,2016,bounded-deontics,prior-art,high,67,5,,When and How to Violate Norms,Trevor J. M. Bench-Capon; Sanjay Modgil,Value-based reasoning about when/how agents should violate norms.,conf/jurix/Bench-CaponM16
JURIX,2014,determinacy-frontier,prior-art,high,194,5,,Interpretative Argumentation Schemes,Douglas Walton; Fabrizio Macagno; Giovanni Sartor,Argumentation schemes explicitly for contested statutory interpretation,conf/jurix/WaltonMS14
JURIX,2016,intro|bounded-deontics|determinacy-frontier,method-to-borrow,high,573,5,https://www.um.edu.mt/library/oar//handle/123456789/22368,Reasoning About Partial Contracts,Shaun Azzopardi; Albert Gatt; Gordon J. Pace,Action-based deontic logic formal contract model reasoning under partiality/incompleteness.,conf/jurix/AzzopardiGP16
JURIX,2010,intro|fm-in-law,prior-art,high,1255,5,,Semantic Analysis of Paragraphs Consisting of Multiple Sentences - Towards Development of a Logical Formulation System,Kenji Takano; Makoto Nakamura; Yoshiko Oyama; Akira Shimazu,Logical formulation system verifying consistency of multi-sentence legal paragraphs.,conf/jurix/TakanoNOS10
JURIX,2022,bounded-deontics,prior-art,high,27,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220447,Stable Normative Explanations,Guido Governatori; Francesco Olivieri; Antonino Rotolo; Matteo Cristani,Stable normative explanations for XAI over compliance/normative reasoning.,conf/jurix/GovernatoriORC22
JURIX,2010,bounded-deontics,prior-art,high,64,4,,Representations of Time within Normative MAS,Clara Smith; Antonino Rotolo; Giovanni Sartor,Deontic tense logic combining temporal reasoning with obligations in normative MAS.,conf/jurix/SmithRS10
JURIX,2015,bounded-deontics,prior-art,high,68,4,,Burden of Compliance and Burden of Violation,Guido Governatori,Computational account of burden of compliance vs burden of violation of norms.,conf/jurix/Governatori15
JURIX,2016,cnl|intro,prior-art,high,175,4,,Towards a Methodology for Formalizing Legal Texts in LegalRuleML,Adeline Nazarenko; François Lévy; Adam Z. Wyner,Methodology for formalizing legal texts into LegalRuleML at multiple granularities,conf/jurix/NazarenkoLW16
JURIX,2019,bounded-deontics|fm-in-law,prior-art,high,179,4,https://doi.org/10.3233/faia190321,Legal Compliance in a Linked Open Data Framework,Enrico Francesconi; Guido Governatori,OWL2-based deontic norm modeling with defeasibility and decidable compliance-checking reasoners,conf/jurix/FrancesconiG19
JURIX,2015,bounded-deontics|intro,prior-art,high,282,4,https://www.um.edu.mt/library/oar//handle/123456789/27636,Conditional Permissions in Contracts,Gordon J. Pace; Fernando Schapachnik; Gerardo Schneider,Formalizes family of conditional-permission deontic operators for contract automata,conf/jurix/PaceSS15
JURIX,2020,intro|bounded-deontics,prior-art,high,399,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200872,Digital Enforceable Contracts (DEC): Making Smart Contracts Smarter,Lu-Chi Liu; Giovanni Sileno; Tom M. van Engers,Digital Enforceable Contracts: architecture adding normative representations to smart contracts (GDPR data-sharing),conf/jurix/LiuSE20
JURIX,2021,fm-in-law,prior-art,high,570,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210331,Identification of Contradictions in Regulation,Michal Araszkiewicz; Enrico Francesconi; Tomasz Zurek,Semantic-Web model for detecting logical contradictions in regulation.,conf/jurix/AraszkiewiczFZ21
JURIX,2010,intro,example,med,654,4,https://napier-surface.worktribe.com/207914/1/Jurix2010Schafer.pdf,Interagency data exchange protocols as computational data protection law,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,Firewall-type system formally representing data-protection-law rules 'by design'.,conf/jurix/BuchananFLSSTU10
JURIX,2018,fm-in-law,prior-art,high,735,4,https://doi.org/10.3233/978-1-61499-935-5-220,Checking the Validity of Rule-Based Arguments Grounded in Cases: A Computational Approach,Heng Zheng; Minghui Xiong; Bart Verheij,Prolog implementation of formal theory grounding rule-based argument validity in cases (tort/copyright).,conf/jurix/ZhengXV18
JURIX,2022,cnl|intro,prior-art,high,1050,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220484,An Interactive Natural Language Interface for PROLEG,Ha-Thanh Nguyen; Fumihito Nishino; Megumi Fujita; Ken Satoh,Natural-language interface translating input facts into PROLEG Prolog reasoning syntax.,conf/jurix/NguyenNFS22
JURIX,2023,intro|bounded-deontics,supports,high,173,3,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230954,Deontics and Time in Contracts: An Executable Semantics for the L4 DSL,Seng Joe Watt; Oliver R. Goodenough; Meng Weng Wong,"L4 paper itself: executable semantics for deontics and time in the L4 DSL, Maude implementation",conf/jurix/WattGW23
JURIX,2021,bounded-deontics,prior-art,high,177,3,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210330,A Kelsenian Deontic Logic,Agata Ciabattoni; Xavier Parent; Giovanni Sartor,Kelsenian deontic logic of normative causality solving deontic paradoxes,conf/jurix/CiabattoniPS21
JURIX,2019,intro,prior-art,high,249,3,https://doi.org/10.3233/faia190318,Renvoi in Private International Law: A Formalization with Modal Contexts,Matteo Baldoni; Laura Giordano; Ken Satoh,Multimodal logic formalization of the renvoi doctrine in private international law,conf/jurix/Baldoni0S19
JURIX,2012,determinacy-frontier,prior-art,high,923,3,,Formalising a legal opinion on a legislative proposal in the ASPIC+ framework,Henry Prakken,ASPIC+ reconstruction of a scholar's contested legal opinion on a legislative proposal.,conf/jurix/Prakken12
JURIX,2012,fm-in-law,prior-art,med,1304,3,http://ruj.uj.edu.pl/xmlui/handle/item/25044,Refined Coherence as Constraint Satisfaction Framework for Representing Judicial Reasoning,Michal Araszkiewicz; Jaromír Savelka,Constraint-satisfaction coherence framework formalizing judicial reasoning (Popov v Hayashi).,conf/jurix/AraszkiewiczS12
JURIX,2012,intro,example,med,1305,3,,Computational data protection law: trusting each other offline and online,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,Formal representation of Data Protection rules enforced via a firewall-type system.,conf/jurix/BuchananFLSSTU12
JURIX,2019,bounded-deontics,prior-art,high,61,2,https://doi.org/10.3233/faia190322,Deontic Closure and Conflict in Legal Reasoning,Guido Governatori; Robert Mullins,Deontic closure/conflict patterns in defeasible deontic logics.,conf/jurix/GovernatoriM19
JURIX,2024,bounded-deontics|determinacy-frontier,prior-art,high,242,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241233,Modeling Judicial Discretion with Nuanced Permissions,Josephine Dik; Réka Markovich,Deontic logic of nuanced permissions modeling judicial discretion in custody cases,conf/jurix/DikM24
JURIX,2020,bounded-deontics|intro|fm-in-law,prior-art,high,329,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200852,A General Theory of Contract Conflicts with Environmental Constraints,Gordon J. Pace,Extends CL contract-conflict analysis to environmental action constraints,conf/jurix/Pace20
JURIX,2014,bounded-deontics|fm-in-law,prior-art,high,339,2,,Analysing Norms with Transition Systems,Trevor J. M. Bench-Capon,Applies MAS transition-system techniques to norm design and analysis,conf/jurix/Bench-Capon14
JURIX,2020,fm-in-law|intro,prior-art,high,702,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200884,Reasoning About Applicable Law in Private International Law in Logic Programming,Ken Satoh; Matteo Baldoni; Laura Giordano,Implements modal-logic formalization of renvoi in private international law as a logic program.,conf/jurix/SatohB020
JURIX,2020,intro,example,high,905,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200882,Ontology-Based Liability Decision Support in the International Maritime Law,Mirna El Ghosh; Habib Abdulrab,Ontology-based chained-rule liability decision support for maritime cargo law.,conf/jurix/GhoshA20
JURIX,2020,fm-in-law|determinacy-frontier,prior-art,high,956,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200849,Generalizing Culprit Resolution in Legal Debugging with Background Knowledge,Wachara Fungwacharakorn; Ken Satoh,Legal Debugging: culprit detection/generalization for counterintuitive rule consequences (Satoh).,conf/jurix/Fungwacharakorn20
JURIX,2023,intro|fm-in-law,supports,high,959,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230957,Insurance Portfolio Analysis as Containment Testing,Preston Carlson; Michael R. Genesereth,Insurance policies as logic programs; containment testing detects coverage gaps (Genesereth).,conf/jurix/CarlsonG23
JURIX,2024,intro,supports,high,1157,2,https://doi.org/10.3233/faia241242,Getting in the Door: Streamlining Intake in Civil Legal Services with Large Language Models,Quinten Steenhuis; Hannes Westermann,Digital intake platform combining logical eligibility rules with LLMs; close analogue to L4 rules+LLM wizards,conf/jurix/SteenhuisW24
JURIX,2009,intro,prior-art,high,1340,2,,Emerald: Legal Knowledge Engineering Using OWL and Rules,András Förhécz; Gábor Korösi; András Millinghoffer; György Strausz,Emerald: legal knowledge engineering combining OWL DL reasoning with production rules/backward chaining,conf/jurix/ForheczKMS09
JURIX,2015,intro,prior-art,high,1345,2,,Business Process Management for Legal Domains: Supporting Execution and Management of Preliminary Injunctions,Federico Capuzzimati; Andrea Violato; Matteo Baldoni; Guido Boella,BPM system executing and managing legal processes: preliminary injunction enforcement,conf/jurix/CapuzzimatiVBB15
JURIX,2015,bounded-deontics,prior-art,high,1347,2,,No Match-making but Biconditionals: - Agents and the Role of the State in Legal Relations,Réka Markovich,Formalizes Hohfeldian rights/duties correlativity via SDL with an agent-indexed STIT operator,conf/jurix/Markovich15
JURIX,2020,bounded-deontics,prior-art,high,20,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200853,Free Choice Permission in Defeasible Deontic Logic,Guido Governatori; Antonino Rotolo,Free Choice Permission modelled in Defeasible Deontic Logic.,conf/jurix/GovernatoriR20
JURIX,2019,bounded-deontics,prior-art,high,62,1,https://doi.org/10.3233/faia190323,A Computational Model for Pragmatic Oddity,Guido Governatori; Antonino Rotolo,Computational model of Pragmatic Oddity via Deontic Defeasible Logic.,conf/jurix/GovernatoriR19a
JURIX,2012,determinacy-frontier,prior-art,high,81,1,,Narrowing Legal Concepts,Guido Governatori; Francesco Olivieri; Antonino Rotolo; Simone Scannapieco,Restrictive interpretation of legal concepts via counts-as rule revision.,conf/jurix/GovernatoriORS12
JURIX,2023,bounded-deontics,prior-art,high,93,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230953,Permission in a Kelsenian Perspective,Agata Ciabattoni; Xavier Parent; Giovanni Sartor,Kelsenian reconstruction of strong permission and obligation/permission conflicts.,conf/jurix/CiabattoniPS23
JURIX,2015,bounded-deontics,prior-art,high,114,1,,Permissions in Deontic Event-Calculus,Guido Governatori; Mustafa Hashmi,Extends deontic event-calculus with permission predicates for compliance,conf/jurix/GovernatoriH15
JURIX,2022,bounded-deontics|fm-in-law,prior-art,high,246,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220460,An Automata-Based Formalism for Normative Documents with Real-Time,Stefan Chircop; Gordon J. Pace; Gerardo Schneider,Timed contract automata operationalizing real-time deontic logic for monitoring,conf/jurix/ChircopPS22
JURIX,2024,bounded-deontics,prior-art,high,277,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241239,Norm Compliance in Reinforcement Learning Agents via Restraining Bolts,Emery A. Neufeld; Agata Ciabattoni; Radu Florin Tulcan,"Restraining bolts capturing contrary-to-duty, exceptions, temporal obligations for RL agents",conf/jurix/NeufeldCT24
JURIX,2021,bounded-deontics,prior-art,high,384,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210333,Computability of Diagrammatic Theories for Normative Positions,Matteo Pascucci; Giovanni Sileno,Diagrammatic (Hohfeldian/Aristotelian) theories of normative positions with computability results,conf/jurix/PascucciS21
JURIX,2015,bounded-deontics,method-to-borrow,high,420,1,,Extracting Hohfeldian Relations from Text,Wim Peters; Adam Z. Wyner,Semi-automatic extraction of Hohfeldian Duty relations from legal text (GATE-based),conf/jurix/PetersW15
JURIX,2016,intro|determinacy-frontier,prior-art,high,421,1,,Perspectives on the Formal Representation of the Interpretation of Norms,Robert van Doesburg; Tom M. van Engers,"FLINT frame-based language for formal interpretation of norms, traceable to normative sources",conf/jurix/DoesburgE16
JURIX,2017,bounded-deontics,prior-art,high,491,1,https://doi.org/10.3233/978-1-61499-838-9-49,Temporalised Belief Revision in the Law,Luciano H. Tamargo; Diego C. Martínez; Antonino Rotolo; Guido Governatori,Temporalised belief revision for legal rules amid contradictory norms,conf/jurix/TamargoMRG17
JURIX,2023,determinacy-frontier,prior-art,high,492,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230952,Conceptual Structures in Statutory Interpretation,Michal Araszkiewicz,Conceptual-structure framework for statutory-interpretation heuresis,conf/jurix/Araszkiewicz23
JURIX,2022,cnl|intro,prior-art,high,543,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220482,The LegAi Editor: A Tool for the Construction of Legal Knowledge Bases,Tomer Libal,Wizard-guided annotation tool building formal KBs close to original legal text,conf/jurix/Libal22
JURIX,2023,intro,prior-art,high,544,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230994,Answer Set Programming for Legal Decision Support and Explanation,Daniele Theseider Dupré,"ASP-based legal decision support/explanation, alternative to ML prediction (ANGELIC)",conf/jurix/Dupre23
JURIX,2019,bounded-deontics,prior-art,high,721,1,http://hdl.handle.net/11245.1/45719d64-e5ac-4a7e-92fd-ebc73d7784fb,"Towards a Computational Theory of Action, Causation and Power for Normative Reasoning",Giovanni Sileno; Alexander Boer; Tom M. van Engers,"Logic-programming axiomatization transforming duties/rights into Hohfeldian powers/liabilities, causation.",conf/jurix/SilenoBE19
JURIX,2023,intro,example,high,997,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230969,Executing United States Bills into Law: A Working Application in the United States House,Sela Mador-Haim; Ari Hershowitz,Production grammar (CIMPL/AMPL) executing US bill amendments into law at the House.,conf/jurix/Mador-HaimH23
JURIX,2024,intro,method-to-borrow,high,999,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241230,Fighting the Knowledge Representation Bottleneck with Large Language Models,Marco Billi; Giuseppe Pisano; Marco Sanchi,GPT-4o + Prolog expert system for formalizing legal articles and case-law updates.,conf/jurix/BilliPS24
JURIX,2023,intro,supports,high,1182,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230991,"LawGiBa - Combining GPT, Knowledge Bases, and Logic Programming in a Legal Assistance System",Ha Thanh Nguyen; Randy Goebel; Francesca Toni; Kostas Stathis; Ken Satoh,"LawGiBa combines GPT + KB + Prolog logic programming for explainable legal answers, countering LLM hallucination",conf/jurix/NguyenGTSS23
JURIX,2015,intro|bounded-deontics,prior-art,high,1407,1,https://dare.uva.nl/personal/pure/en/publications/bridging-representations-of-laws-of-implementations-and-of-behaviours(7485e39d-7136-4aec-8612-459c95a43578).html,"Bridging Representations of Laws, of Implementations and of Behaviours",Giovanni Sileno; Alexander Boer; Tom M. van Engers,"Petri-net 'position' model bridging representations of law, its implementations, and behaviour",conf/jurix/SilenoBE15
JURIX,2022,intro,prior-art,high,1422,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220485,Consumer Dispute Resolution System Based on PROLEG,Shidaka Nishioka; Yuto Mori; Ken Satoh,Consumer dispute-resolution system built on PROLEG logic-programming legal rules,conf/jurix/NishiokaMS22
JURIX,2023,intro|cnl,prior-art,high,1425,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230992,Human-Centred Explanation of Rule-Based Decision-Making Systems in the Legal Domain: Demonstration,Suzan Zuurmond; AnneMarie Borg; Matthijs van Kempen; Remi Wieten,"Human-centred, question-driven explanation of a rule-based legal decision system (Dutch Tax/Customs)",conf/jurix/ZuurmondBKW23
JURIX,2024,intro,prior-art,high,1428,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241275,A Legal Assistant for Accountable Decision-Making,Adam Kaczmarczyk; Tomer Libal; Aleksander Smywinski-Pohl,"Chatbot combining formal-logic-driven reasoning with LLMs for accurate, explainable legal advice",conf/jurix/KaczmarczykLS24
