relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
core,ICAIL,1999,bounded-deontics,prior-art,low,1101,,,"Precedent, deontic logic, and inheritance",John F. Horty,Horty on deontic logic + precedent/inheritance; foundational CTD-adjacent AI&Law work,conf/icail/Horty99
core,ICAIL,1999,determinacy-frontier,prior-art,low,1102,,,Developing computational models of discretion to build legal knowledge based systems,Yaakov HaCohen-Kerner; Uri J. Schild; John Zeleznikow,Computational models of discretion for legal KBS; squarely on discretion/indeterminacy,conf/icail/KernerSZ99
core,JURIX,2005,determinacy-frontier,prior-art,low,1114,,,Towards Modeling Systematic Interpretation of Codified Law,Matthias Grabmair; Kevin D. Ashley,Modeling systematic interpretation of codified law; squarely statutory-interpretation formalization,conf/jurix/GrabmairA05
core,JURIX,2006,bounded-deontics,prior-art,low,1115,,,Open and Closed Intermediaries in Normative Systems,Lars Lindahl; Jan Odelstad,Lindahl & Odelstad on intermediaries in normative systems; core normative-position theory,conf/jurix/LindahlO06
core,JURIX,2017,fm-in-law|bounded-deontics|intro,prior-art,high,1119,0,https://doi.org/10.3233/978-1-61499-838-9-33,Timed Contract Compliance Under Event Timing Uncertainty,María-Emilia Cambronero; Luis Llana; Gordon J. Pace,Formal timed-contract compliance semantics under event-timing uncertainty; violation likelihood analysis,conf/jurix/CambroneroLP17
core,JURIX,2024,intro,example,high,1123,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241269,DIREGA - Building Decision Support for German Register Law,Axel Adrian; Osman Anil Basaran; Nathan Dykes; Stephanie Evert; Michael Gritz; Merlin Humml; Michael Kohlhase; Johannes Lindner; Andreas Maier; Stephan Prettner; Max Rapp; Lutz Schröder; Verena Stürmer,"Symbolic reasoning pipeline over manually formalized German register law, with explanations for professionals",conf/jurix/AdrianBDEGHKLMP24
core,JURIX,2024,intro,prior-art,high,1124,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241231,Decision Support in Law: From Formalizing Rules to Reasoning with Justification,Jeremy Bouche-Pillon; Nathalie Aussenac-Gilles; Yannick Chevalier; Pascale Zaraté,"Framework operating formal rules from GDPR/LED regulations with reasoning + explainability, close to L4 goals",conf/jurix/Bouche-PillonAC24
core,DEON,2006,bounded-deontics,prior-art,med,1134,3,,Don&apos;t Ever Do That! Long-Term Duties in PDeL,Jesse Hughes; Lambèr M. M. Royakkers,Extends Meyer's PDeL with long-term/indebtedness obligations beyond immediate duties; CTD-adjacent.,conf/deon/HughesR06
core,ICAIL,2001,cnl|intro,prior-art,high,1149,2,,AustLII&apos;s Aide - Natural language legislative rulebases,Russell Allen; Philip Chung; Andrew Mowbray; Graham Greenleaf,"AustLII Aide: quasi-natural-language KR close to statutory language, usable by predicate-calculus inference engine",conf/icail/AllenCMG01
core,JURIX,2024,intro,supports,high,1157,2,https://doi.org/10.3233/faia241242,Getting in the Door: Streamlining Intake in Civil Legal Services with Large Language Models,Quinten Steenhuis; Hannes Westermann,Digital intake platform combining logical eligibility rules with LLMs; close analogue to L4 rules+LLM wizards,conf/jurix/SteenhuisW24
core,ICAIL,1997,intro,prior-art,med,1175,1,,Bringing IT Support for Legislative Drafting one Step Further: From Drafting Dupport to Design Assistance (Abstract),Wim Voermans; Robert W. van Kralingen,LEDA legislative drafting/design-assistance system; direct rules-as-code drafting-tool prior art,conf/icail/VoermansK97
core,JURIX,2023,intro,supports,high,1182,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230991,"LawGiBa - Combining GPT, Knowledge Bases, and Logic Programming in a Legal Assistance System",Ha Thanh Nguyen; Randy Goebel; Francesca Toni; Kostas Stathis; Ken Satoh,"LawGiBa combines GPT + KB + Prolog logic programming for explainable legal answers, countering LLM hallucination",conf/jurix/NguyenGTSS23
core,ICAIL,2007,determinacy-frontier|intro,supports,high,1190,11,,Representational complexity in law,Harry Surden; Michael R. Genesereth; Bret Logu,Representational complexity measure for which legal rules are amenable to computational representation,conf/icail/SurdenGL07
core,DEON,2014,bounded-deontics,prior-art,high,1196,10,https://philpapers.org/archive/SAICPA-2.pdf,Chisholm&apos;s Paradox and Conditional Oughts,Catharine Saint Croix; Richmond H. Thomason,Linguistically motivated solution to Chisholm's paradox and conditional oughts; classic CTD problem.,conf/deon/CroixT14
core,DEON,2014,bounded-deontics,prior-art,high,1200,9,,Open Reading without Free Choice,Albert J. J. Anglberger; Huimin Dong; Olivier Roy,Proves open-reading permission implies Free Choice Permission; core technical result on permission paradoxes.,conf/deon/AnglbergerDR14
core,ICAIL,1993,intro|fm-in-law,prior-art,high,1201,9,,Developing Legal Knowledge Based Systems Using Decision Tables,Jan Vanthienen; F. Robben,Decision-table-based legal KBS (HANDIPAK) used for testing consistency of legal knowledge,conf/icail/VanthienenR93
core,DEON,2008,bounded-deontics,prior-art,med,1214,7,,"Acting, Events and Actions",Mark A. Brown,STIT-tradition logic integrating ought-to-do (tunsollen) with ought-to-be (sein sollen).,conf/deon/Brown08
core,DEON,2008,bounded-deontics,prior-art,high,1229,6,,Pushing Anderson&apos;s Envelope: The Modal Logic of Ascription,Davide Grossi,Unifies Anderson's reductionist deontic approach with counts-as; Anderson 1958 is prior art Meng already cites.,conf/deon/Grossi08
core,DEON,2012,bounded-deontics,supports,high,1242,5,,Agreements as Norms,Paolo Turrini,Deontic logic extended to contractual/agreement aspects of coalitional choice; agreements-as-norms directly relevant.,conf/deon/Turrini12
core,ICAIL,2001,intro,prior-art,med,1244,5,,Design and implementation of GungaWeb: an application of classical expert system technology to the production of Web-based commercial systems,David E. Woodin,Expert system auto-generating web-based legal advisory apps; app-generation precursor.,conf/icail/Woodin01
core,JURIX,2010,intro|fm-in-law,prior-art,high,1255,5,,Semantic Analysis of Paragraphs Consisting of Multiple Sentences - Towards Development of a Logical Formulation System,Kenji Takano; Makoto Nakamura; Yoshiko Oyama; Akira Shimazu,Logical formulation system verifying consistency of multi-sentence legal paragraphs.,conf/jurix/TakanoNOS10
core,ICAIL,2015,intro|determinacy-frontier,prior-art,high,1264,4,,How to ground a language for legal discourse in a prototypical perceptual semantics,L. Thorne McCarty,McCarty's Language for Legal Discourse grounded in perceptual semantics; addresses coherence.,conf/icail/McCarty15
core,ICAIL,1989,determinacy-frontier,prior-art,low,1288,3,https://dl.acm.org/doi/pdf/10.1145/74014.74017,Representing Developing Legal Doctrine,Anne v. d. L. Gardner,Program distinguishing easy vs. hard (indeterminate) legal doctrine questions.,conf/icail/Gardner89
core,JURIX,2012,fm-in-law,prior-art,med,1304,3,http://ruj.uj.edu.pl/xmlui/handle/item/25044,Refined Coherence as Constraint Satisfaction Framework for Representing Judicial Reasoning,Michal Araszkiewicz; Jaromír Savelka,Constraint-satisfaction coherence framework formalizing judicial reasoning (Popov v Hayashi).,conf/jurix/AraszkiewiczS12
core,JURIX,2012,intro,example,med,1305,3,,Computational data protection law: trusting each other offline and online,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,Formal representation of Data Protection rules enforced via a firewall-type system.,conf/jurix/BuchananFLSSTU12
core,DEON,2012,bounded-deontics|intro,prior-art,high,1313,2,http://www.irit.fr/~Andreas.Herzig/P/Deon12.pdf,"A Computationally Grounded Dynamic Logic of Agency, with an Application to Legal Actions",Andreas Herzig; Tiago de Lima; Emiliano Lorini; Nicolas Troquard,Computationally grounded dynamic logic of agency (stit) explicitly applied to legal actions.,conf/deon/HerzigLLT12
core,ICAIL,1987,intro,prior-art,high,1314,2,https://dl.acm.org/doi/pdf/10.1145/41735.41755,System = Program + Users + Law,Naftaly H. Minsky; David Rozenshtein,Foundational law-governed-systems paper; logic programming enforcing law as executable code.,conf/icail/MinskyR87
core,JURIX,2009,intro,prior-art,high,1340,2,,Emerald: Legal Knowledge Engineering Using OWL and Rules,András Förhécz; Gábor Korösi; András Millinghoffer; György Strausz,Emerald: legal knowledge engineering combining OWL DL reasoning with production rules/backward chaining,conf/jurix/ForheczKMS09
core,JURIX,2015,intro,prior-art,high,1345,2,,Business Process Management for Legal Domains: Supporting Execution and Management of Preliminary Injunctions,Federico Capuzzimati; Andrea Violato; Matteo Baldoni; Guido Boella,BPM system executing and managing legal processes: preliminary injunction enforcement,conf/jurix/CapuzzimatiVBB15
core,JURIX,2015,bounded-deontics,prior-art,high,1347,2,,No Match-making but Biconditionals: - Agents and the Role of the State in Legal Relations,Réka Markovich,Formalizes Hohfeldian rights/duties correlativity via SDL with an agent-indexed STIT operator,conf/jurix/Markovich15
core,JURIX,2019,intro,prior-art,low,1352,2,http://ebooks.iospress.nl/publication/53680,The NAI Suite - Drafting and Reasoning over Legal Texts,Tomer Libal; Alexander Steen,"NAI Suite: drafting and reasoning tool over legal texts, tested on Scottish smoking-ban statute",conf/jurix/LibalS19
core,DEON,2008,bounded-deontics,prior-art,high,1368,1,,Norms in Branching Space-Times,Nuel Belnap,Belnap's branching-space-times foundation for norms/agency/indeterminism; foundational STIT normative theory.,conf/deon/Belnap08
core,ICAIL,1991,intro,prior-art,low,1373,1,,Perpetuities Reasoning Captured and Automated in a Logic Program,Barnett Glickfeld,Encodes Rule Against Perpetuities legal reasoning as an automated logic program,conf/icail/Glickfeld91
core,ICAIL,1997,intro,prior-art,high,1375,1,,Determination of Residence Status for Taxation Law: Development of a Rule-Based Expert System,Rodney Fisher,Rule-based expert system determining taxpayer residence status under tax legislation,conf/icail/Fisher97
core,ICAIL,1997,intro,prior-art,low,1376,1,,Tools for Automated Legislative Drafting (Abstract),Nienke den Haan,"Tools for automated legislative drafting, redesigning regulations via parameterized structure",conf/icail/Haan97
core,JURIX,2015,intro|bounded-deontics,prior-art,high,1407,1,https://dare.uva.nl/personal/pure/en/publications/bridging-representations-of-laws-of-implementations-and-of-behaviours(7485e39d-7136-4aec-8612-459c95a43578).html,"Bridging Representations of Laws, of Implementations and of Behaviours",Giovanni Sileno; Alexander Boer; Tom M. van Engers,"Petri-net 'position' model bridging representations of law, its implementations, and behaviour",conf/jurix/SilenoBE15
core,JURIX,2022,intro,prior-art,high,1422,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220485,Consumer Dispute Resolution System Based on PROLEG,Shidaka Nishioka; Yuto Mori; Ken Satoh,Consumer dispute-resolution system built on PROLEG logic-programming legal rules,conf/jurix/NishiokaMS22
core,JURIX,2023,intro|cnl,prior-art,high,1425,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230992,Human-Centred Explanation of Rule-Based Decision-Making Systems in the Legal Domain: Demonstration,Suzan Zuurmond; AnneMarie Borg; Matthijs van Kempen; Remi Wieten,"Human-centred, question-driven explanation of a rule-based legal decision system (Dutch Tax/Customs)",conf/jurix/ZuurmondBKW23
core,JURIX,2024,intro,prior-art,high,1428,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241275,A Legal Assistant for Accountable Decision-Making,Adam Kaczmarczyk; Tomer Libal; Aleksander Smywinski-Pohl,"Chatbot combining formal-logic-driven reasoning with LLMs for accurate, explainable legal advice",conf/jurix/KaczmarczykLS24
core,DEON,2016,bounded-deontics,prior-art,low,1442,,,Cumulative aggregation,Diego Agustín Ambrossio; Xavier Parent; Leendert W. N. van der Torre,Parent/van der Torre deontic-logic aggregation work; likely I/O-logic norm aggregation.,conf/deon/AmbrossioPT16
core,DEON,2016,bounded-deontics,prior-art,low,1444,,,"Arguments, Responsibilities and Moral Dilemmas in Abductive Default Logic",Sjur Kristoffer Dyrkolbotn; Truls Pedersen; Jan M. Broersen,Responsibilities and moral dilemmas in abductive default logic; contrary-to-duty-style conflict.,conf/deon/DyrkolbotnPB16
core,DEON,2016,bounded-deontics,prior-art,low,1446,,,Multivalued Logics for Conflicting Norms,Piotr Kulicki; Robert Trypuz,Multivalued logics for handling conflicting norms; core deontic-conflict formalism.,conf/deon/KulickiT16
core,DEON,2016,bounded-deontics,prior-art,low,1447,,,Prioritized Norms and Defaults in Formal Argumentation,Beishui Liao; Nir Oren; Leendert W. N. van der Torre; Serena Villata,Prioritized norms and defaults in formal argumentation; defeasible deontic logic.,conf/deon/LiaoOTV16
core,DEON,2016,bounded-deontics,prior-art,low,1449,,,Objective Oughts and a Puzzle about Futurity,Alessandra Marra,"Objective oughts and futurity; temporal normative reasoning, deontic modal core topic.",conf/deon/Marra16
core,DEON,2016,bounded-deontics,prior-art,low,1450,,,Rights in Default Logic,Robert Mullins,Rights formalized in default logic; Hohfeldian normative-position formalism.,conf/deon/Mullins16
core,DEON,2016,bounded-deontics,prior-art,low,1452,,,Update Semantics for Weak Necessity Modals,Alex Silk,Update semantics for weak necessity modals; deontic modal ('must/should') formalization.,conf/deon/Silk16
core,DEON,2018,bounded-deontics,prior-art,low,1453,,,Reasoning about Conditions in STIT Logic,Matthias Armgardt; Emiliano Lorini; Giovanni Sartor,"STIT logic reasoning about conditions; Sartor co-author, agency/deontic formalism.",conf/deon/ArmgardtLS18
core,DEON,2018,bounded-deontics,prior-art,low,1454,,,Knowledge and Subjective Oughts in STIT Logic,Jan M. Broersen; Aldo Iván Ramírez Abarca,Knowledge and subjective oughts in STIT logic; core deontic-agency formalism.,conf/deon/BroersenA18
core,DEON,2018,bounded-deontics,prior-art,low,1455,,,A Look at Chisholm&apos;s Ethics of Requirement,Marian J. R. Gilton,Chisholm's Ethics of Requirement; classic contrary-to-duty paradox in deontic logic.,conf/deon/Gilton18
core,DEON,2018,bounded-deontics,prior-art,low,1456,,,Ability and Responsibility in General Action Logic,Alessandro Giordani,Ability and responsibility in general action logic; normative-position formalism.,conf/deon/Giordani18
core,DEON,2018,bounded-deontics,prior-art,low,1458,,,Epistemic Oughts in STIT Semantics (Abbreviated Version),John F. Horty,Epistemic oughts in STIT semantics; deontic modal/agency logic (Horty).,conf/deon/KulickiT18
core,DEON,2018,bounded-deontics,prior-art,low,1460,,,You Must! Maybe You Won&apos;t,Matthew Mandelkern,'You Must!' analyzes deontic 'must' modal semantics directly.,conf/deon/Mandelkern18
core,DEON,2018,bounded-deontics,prior-art,low,1461,,,I/O Logics with a Consistency Check,Xavier Parent; Leendert W. N. van der Torre,Input/output logics with consistency check; core deontic-logic framework.,conf/deon/ParentT18
core,DEON,2018,bounded-deontics,prior-art,low,1462,,,A Logic for Reasoning about Group Norms,Daniele Porello,Logic for reasoning about group norms; normative-system formalism.,conf/deon/Porello18
core,DEON,2021,bounded-deontics,prior-art,low,1463,,,The Gentle Murder Paradox in Sanskrit Philosophy,Kees van Berkel; Agata Ciabattoni; Elisa Freschi; Francesca Gulisano; Maya Olszewski,Gentle Murder Paradox (classic contrary-to-duty case) applied in Sanskrit philosophy.,conf/deon/0002CFGO21
core,DEON,2021,bounded-deontics,prior-art,low,1464,,,"If You Want to Smoke, Don&apos;t Buy Cigarettes: Near-Anankastics, Contexts, and Hyper Modality",Kees van Berkel; Dov M. Gabbay; Leendert van der Torre,Near-anankastic conditionals and hyper modality; directly relevant anankastics prior-art.,conf/deon/0002GT21
core,DEON,2021,bounded-deontics,prior-art,low,1465,,,Sequent Rules for Reasoning and Conflict Resolution in Conditional Norms,Agata Ciabattoni; Björn Lellmann,Sequent proof rules for conflict resolution in conditional norms; core deontic proof theory.,conf/deon/CiabattoniL21
core,DEON,2021,bounded-deontics,prior-art,low,1467,,,Proof Systems for the Logics of Bringing-It-About,Tiziano Dalmonte; Charles Grellois; Nicola Olivetti,Proof systems for logics of bringing-it-about; STIT-style agency/deontic logic.,conf/deon/DalmonteGO21
core,DEON,2021,bounded-deontics,prior-art,low,1468,,,Axiomatizing Norms Across Time and the &apos;Paradox of the Court&apos;,Daniela Glavanicová; Matteo Pascucci,"Axiomatizing norms across time; temporal normative reasoning, paradox of the court.",conf/deon/GlavanicovaP21
core,DEON,2021,bounded-deontics,prior-art,low,1472,,,Goal-Directed Decision Procedures for Input/Output Logics,Alexander Steen,Goal-directed decision procedures for input/output logics; core deontic-logic tooling.,conf/deon/Steen21
core,DEON,2021,bounded-deontics,prior-art,low,1473,,,Prioritized Defaults and Formal Argumentation,Christian Straßer; Pere Pardo,Prioritized defaults and formal argumentation; defeasible deontic-logic framework.,conf/deon/StrasserP21
core,DEON,2023,bounded-deontics,prior-art,low,1474,,,Analytic Proof Theory for Åqvist&apos;s System F,Agata Ciabattoni; Nicola Olivetti; Xavier Parent; Revantha Ramanayake; Dmitry Rozplokhas,"Analytic proof theory for Åqvist's System F, a canonical dyadic deontic logic.",conf/deon/CiabattoniOPRR23
core,DEON,2023,bounded-deontics,prior-art,low,1475,,,All-Things-Considered Ought via Reasons in Justification Logic,Federico L. G. Faroldi; Tudor Protopopescu,All-things-considered ought via reasons in justification logic; core deontic reasoning.,conf/deon/FaroldiP23
core,DEON,2023,bounded-deontics,prior-art,low,1478,,,Reason-Based Detachment,Aleks Knoks; Leendert van der Torre,Reason-based detachment; core defeasible/factual detachment operator in deontic logic.,conf/deon/KnoksT23
core,DEON,2023,bounded-deontics,prior-art,low,1481,,,Extensions and Variations of the DWE Framework,Paul McNamara,McNamara (leading deontic logician) extends the DWE deontic-logic framework.,conf/deon/McNamara23
core,DEON,2023,bounded-deontics,prior-art,low,1483,,,"Allowed, or Enabled, That is the Question",Giovanni Sileno; Matteo Pascucci; Réka Markovich,Distinguishes 'allowed' vs 'enabled'; core permission/normative-position analysis.,conf/deon/SilenoPM23
core,DEON,2025,bounded-deontics,prior-art,low,1485,,,Rational Monotony in Input/Output Logic,Xu Li; Liuwen Yu; Leendert van der Torre,Rational monotony in input/output logic; core deontic-logic technical result.,conf/deon/0037YT25
core,DEON,2025,bounded-deontics,prior-art,low,1486,,,Reconsidering the Formalisation of Backward Looking Responsibility,Jan M. Broersen,Reconsiders formalization of backward-looking responsibility; normative-position/violation topic.,conf/deon/Broersen25
core,DEON,2025,bounded-deontics,prior-art,low,1489,,,Input/Output Logic via Neighborhood Semantics,Brandon Hopkins,Input/output logic via neighborhood semantics; core deontic-logic technical paper.,conf/deon/Hopkins25
core,DEON,2025,bounded-deontics,prior-art,low,1490,,,Modal Logic for Agent-Based Legal Classifications,Daniil Khaitovich; Lorenz Hornung,Modal logic for agent-based legal classifications; deontic modal logic applied to law.,conf/deon/KhaitovichH25
core,DEON,2025,bounded-deontics,prior-art,low,1493,,,Two Semantic Approaches For Non-Dilemmatic Situations,Mahan Vaz Silva; Daniel Skurt,Two semantic approaches for non-dilemmatic situations; deontic-dilemma resolution.,conf/deon/SilvaS25
core,DEON,2025,bounded-deontics,prior-art,low,1494,,,A Contrastive Semantics for Iffy Oughts,Xuefeng Wen; Yanan Liu,Contrastive semantics for 'iffy oughts'; conditional deontic modal formalization.,conf/deon/WenL25
core,DEON,2025,bounded-deontics,prior-art,low,1495,,,Toward a Principle-Based Analysis of Dual-Scale Detachment,Vincent de Wit; Aleks Knoks; Leendert van der Torre,Principle-based analysis of dual-scale detachment; deontic detachment operator.,conf/deon/WitKT25
core,DEON,2025,bounded-deontics,prior-art,low,1496,,,Ought to Do Based on Action and Belief,Qiaoyang Zhang,Ought-to-do based on action and belief; core deontic modal formalization.,conf/deon/Zhang25
core,ICAIL,1991,intro,prior-art,high,1501,0,https://dl.acm.org/doi/pdf/10.1145/112646.112681,An expert system for the application of import and export regulations,G. Van Nevel; F. Balfroid; R. Venken,Prolog expert system executing import/export regulations; early rules-as-code system.,conf/icail/NevelBV91
core,ICAIL,1999,fm-in-law,prior-art,low,1514,,,Checking regulation consistency by using SOL-resolution,Laurence Cholvy,Checking regulation consistency via SOL-resolution; directly formal consistency-checking of norms.,conf/icail/Cholvy99
core,ICAIL,1999,bounded-deontics|intro,prior-art,low,1521,,,Time and norms: a formalisation in the event-calculus,Rafaél Hernández Marín; Giovanni Sartor,Time and norms formalized in event-calculus; directly matches L4's event-calculus/deontic framing.,conf/icail/MarinS99
core,ICAIL,1999,bounded-deontics,prior-art,low,1529,,,From collective to individual commitments,Lambèr M. M. Royakkers; Frank Dignum,From collective to individual commitments; core deontic normative-position formalism.,conf/icail/RoyakkersD99
core,ICAIL,2001,bounded-deontics|intro,prior-art,low,1536,0,,On the automation of legal reasoning about the attribution of responsibility,Jos Lehmann; Abdullatif A. O. Elhag,Automating legal reasoning about responsibility attribution; deontic/executable-reasoning overlap.,conf/icail/LehmannE01
core,ICAIL,2025,bounded-deontics,prior-art,high,1584,0,https://doi.org/10.1145/3769126.3769203,Intents in Actions,Joseph Y. Halpern; Meir Friedenberg,"Formal causal-model definition of intent in action, drawing on philosophy of law; relevant to modeling mens rea/normative action concepts.",conf/icail/HalpernF25
core,ICAIL,2025,determinacy-frontier|intro,supports,high,1601,0,https://dl.acm.org/doi/pdf/10.1145/3769126.3769196?download=true,A Demonstration of a Semi-Structured Legal Reasoning Framework,Hannes Westermann,DALLMA framework combines expert-system structured legal criteria with LLMs for open-textured terms; directly engages determinacy frontier.,conf/icail/Westermann25
core,JURIX,2005,intro,prior-art,med,1610,,,Regulations Expressed As Logical Models (REALM),Christopher Giblin; Alice Y. Liu; Samuel Müller; Birgit Pfitzmann; Xin Zhou,"REALM: Regulations Expressed As Logical Models; IBM compliance rules-as-code prior art (title only, well-known project).",conf/jurix/GiblinLMPZ05
core,JURIX,2005,intro,prior-art,med,1617,,,Automatic Translation from Textual Representations of Laws to Formal Models through UML,Pietro Mercatali; Francesco Romano; Luciano Boschi; Emilio Spinicci,Automatic translation of statutory text into formal UML models; isomorphic formalization prior art (title only).,conf/jurix/MercataliRBS05
core,JURIX,2006,fm-in-law,prior-art,med,1638,,,Disjunction of Causes and Disjunctive Cause: a Solution to the Paradox of Conditio Sine Qua Non using Minimal Abduction,Ken Satoh; Satoshi Tojo,Satoh & Tojo resolve conditio-sine-qua-non causation paradox via minimal abduction; formal logic for legal causal reasoning (title only).,conf/jurix/SatohT06
core,JURIX,2007,bounded-deontics,prior-art,high,1649,,,On the Representation of Deadlines in a Rental Agreement,Guido Governatori; Joris Hulstijn; Régis Riveret; Antonino Rotolo,"Governatori et al. on representing deadlines in a rental agreement; deontic+temporal contract formalization, directly on-point (title only, known author/topic).",conf/jurix/GovernatoriHRR07
core,JURIX,2010,intro,prior-art,med,1668,,,A Formal System for Analyzing Conveyances of Property Under the Common Law,Shawn J. Bayern,Formal system analyzing common-law property conveyances; isomorphic legal formalization.,conf/jurix/Bayern10
core,JURIX,2011,intro,prior-art,med,1673,,,Privacy Rule Definition Language - A Multi-stakeholder Approach to ENDORSE Privacy,Thomas Kurz; C. Ruecker; Thomas J. Lampoltshammer; Thomas Heistracher,"Privacy Rule Definition Language, machine-processable compliance rule DSL.",conf/jurix/KurzRLH11
core,JURIX,2025,bounded-deontics|intro,prior-art,high,1738,0,https://doi.org/10.3233/faia251618,A Tool for Handling Unexpected Exceptions in Legal Reasoning,Thomas Ecobichon; Mathieu Carpentier; Sylvie Doutre; Jean-Guy Mailly,Prioritized default-logic system representing legal rules and their exceptions.,conf/jurix/EcobichonCDM25
core,JURIX,2025,intro,prior-art,med,1745,0,https://doi.org/10.3233/faia251626,"Automated Identification of Criminal Offences from Case Descriptions Using Ontologies, Rules and LLMs",Jelena Matkovic; Marko Markovic; Stevan Gostojic,OWL ontology + SWRL rules inferring criminal offences/sanctions from LLM-extracted facts.,conf/jurix/MatkovicMG25
core,JURIX,2025,bounded-deontics,prior-art,med,1747,,https://doi.org/10.3233/faia251604,A Hohfeldian Knowledge Base for LLM-Assisted Legal Information Retrieval in Marine Biodiversity Law,Rohan Nanda; Henrique Marcos; Hannes Westermann; Julia Schutz Veiga,"No abstract; Hohfeldian knowledge base for LLM legal IR, normative-positions focus.",conf/jurix/NandaMWV25
adjacent,ICAIL,2011,bounded-deontics,example,med,12,40,http://publica.fraunhofer.de/documents/N-189297.html,Analyzing open source license compatibility issues with Carneades,Thomas F. Gordon,Carneades applied to OSS license compatibility; deontic-flavoured real-world reasoning example.,conf/icail/Gordon11
adjacent,ICAIL,2019,determinacy-frontier,contrasts,med,45,14,,Reasoning with Legal Cases: Analogy or Rule Application?,Katie Atkinson; Trevor J. M. Bench-Capon,Argues analogical reasoning on novel situations is infeasible; bears on formalization limits.,conf/icail/AtkinsonB19
adjacent,JURIX,2013,bounded-deontics,prior-art,med,49,15,,Formalising arguments about norms,Henry Prakken; Giovanni Sartor,Norms as argumentation-system inference rules with dialectical norm-validity.,conf/jurix/PrakkenS13
adjacent,JURIX,2009,determinacy-frontier|bounded-deontics,prior-art,low,53,21,,"Lex Minus Dixit Quam Voluit, Lex Magis Dixit Quam Voluit: A Formal Study on Legal Compliance and Interpretation",Guido Boella; Guido Governatori; Antonino Rotolo; Leendert W. N. van der Torre,"Norm-change power and extensive/restrictive interpretation (abstract empty, title/tldr clear).",conf/jurix/BoellaGRT09
adjacent,ICAIL,2017,intro,method-to-borrow,med,73,29,https://research.rug.nl/en/publications/a314252a-c009-4bed-a850-f95ede78eb18,"Formalizing arguments, rules and cases",Bart Verheij,Case models grounding rule-based Dutch tort law formalisation.,conf/icail/Verheij17
adjacent,ICAIL,2019,intro,method-to-borrow,med,96,5,https://hal.science/hal-02381105/document,Modelling Dialogues for Optimal Legislation,Guido Governatori; Antonino Rotolo; Régis Riveret; Serena Villata,Dialogue framework modelling legislative deliberation with rule-based theories/utilities.,conf/icail/GovernatoriRRV19
adjacent,ICAIL,2019,bounded-deontics,method-to-borrow,med,101,6,,Norms and Extended Argumentation Frameworks,Trevor J. M. Bench-Capon; Sanjay Modgil,Norms/permissions/exceptions modelled via Extended Argumentation Frameworks.,conf/icail/Bench-CaponM19
adjacent,ICAIL,2023,,method-to-borrow,med,106,2,https://dl.acm.org/doi/pdf/10.1145/3594536.3595129,A Formal Framework for Combining Legal Reasoning Methods,Henry Prakken; Giovanni Sartor,ASPIC+ metalevel framework combining logical/case-based/probabilistic legal-reasoning subproblems.,conf/icail/PrakkenS23
adjacent,ICAIL,1991,determinacy-frontier,prior-art,med,110,73,,Reasoning with Portions of Precedents,L. Karl Brenting,GREBE reasoning with precedent portions; explicitly engages open-texture of legal predicates.,conf/icail/Brenting91
adjacent,ICAIL,2017,intro,method-to-borrow,med,115,4,,Angelic environment: demonstration,Latifa Al-Abdulkarim; Katie Atkinson; Sam Atkinson; Trevor J. M. Bench-Capon,"Dev environment for Angelic methodology; executable legal-knowledge-model tooling, IDE-adjacent",conf/icail/Al-AbdulkarimAA17
adjacent,JURIX,2021,bounded-deontics,method-to-borrow,med,122,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210334,Computing Private International Law,Guido Governatori; Francesco Olivieri; Antonino Rotolo; Abdul Sattar; Matteo Cristani,Computational framework + efficient algorithms for normative theories in private international law,conf/jurix/GovernatoriOR0C21
adjacent,DEON,2010,intro,prior-art,med,124,6,,A Logical Model of Private International Law,Phan Minh Dung; Giovanni Sartor,"Formal logical model of private international law (jurisdiction/choice-of-law) via argumentation; legal reasoning, not deontic-specific.",conf/deon/DungS10
adjacent,ICAIL,2021,bounded-deontics,method-to-borrow,med,128,9,,A dynamic model for balancing values,Juliano Maranhão; Edelcio Gonçalves de Souza; Giovanni Sartor,Additive value-balancing model inducing prohibitions/permissions with revision operators,conf/icail/MaranhaoSS21
adjacent,ICAIL,2011,bounded-deontics,method-to-borrow,med,129,1,,Temporal accommodation of legal argumentation,Régis Riveret; Antonino Rotolo; Giuseppe Contissa; Giovanni Sartor; Wamberto Weber Vasconcelos,Integrates Temporal Constraint Satisfaction with legal argumentation for temporal normative reasoning,conf/icail/RiveretRCSV11
adjacent,JURIX,2012,intro,method-to-borrow,med,144,6,,A Model-Based Critique Tool for Policy Deliberation,Adam Z. Wyner; Maya Wardeh; Trevor J. M. Bench-Capon; Katie Atkinson,Domain model + software agent automatically critiques citizen policy proposals; executable model for citizen interaction,conf/jurix/WynerWBA12
